KODS,TIPS_CD,NOSAUKUMS,VKUR_CD,VKUR_TIPS,APSTIPR,APST_PAK,STATUSS,SORT_NOS,DAT_SAK,DAT_MOD,DAT_BEIG,ATRIB,STD
"100439453","107","2. Priežu iela","100145451","106","Y","252","EKS","0002. Priežu iela","2004.01.05","2021.06.30","","","2. Priežu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100446723","107","2. Rietumu iela","100147961","106","Y","252","EKS","0002. Rietumu iela","2004.10.12","2015.12.11","","","2. Rietumu iela, Vārzas, Skultes pag., Limbažu nov."
"100463860","107","2. Saimnieciskā iela","100003542","104","Y","252","EKS","0002. Saimnieciskā iela","2008.03.05","2021.06.30","","","2. Saimnieciskā iela, Baldone, Ķekavas nov."
"100438732","107","2. Saules iela","100145451","106","Y","252","EKS","0002. Saules iela","2004.01.05","2021.06.30","","","2. Saules iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100470126","107","2. Steķintavas līnija","100003124","104","Y","252","EKS","0002. Steķintavas līnija","2009.11.12","2009.11.27","","","2. Steķintavas līnija, Balvi, Balvu nov."
"100438845","107","2. Vīnogu iela","100145451","106","Y","252","EKS","0002. Vīnogu iela","2004.01.05","2021.06.30","","","2. Vīnogu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100446610","107","2. Ziemeļu iela","100147961","106","Y","252","EKS","0002. Ziemeļu iela","2004.10.12","2015.12.11","","","2. Ziemeļu iela, Vārzas, Skultes pag., Limbažu nov."
"100439010","107","2. iela","100145451","106","Y","252","EKS","0002. iela","2004.01.05","2021.06.30","","","2. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100314962","107","2. līnija","100003011","104","Y","253","EKS","0002. līnija","1999.03.16","2021.06.30","","","2. līnija, Daugavpils"
"100418856","107","2. līnija","100204751","106","Y","252","EKS","0002. līnija","2001.01.15","2009.06.30","","","2. līnija, Cimoškas, Krāslavas pag., Krāslavas nov."
"100484650","107","2. līnija","100199175","106","Y","252","EKS","0002. līnija","2016.04.27","2025.07.08","","","2. līnija, Mežvidi, Saulkrastu pag., Saulkrastu nov."
"100319071","107","2. līnija","100003028","104","Y","252","EKS","0002. līnija","2000.06.20","2021.06.30","","","2. līnija, Jelgava"
"100437394","107","2. līnija","100184620","106","Y","252","EKS","0002. līnija","2003.05.21","2021.06.30","","","2. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100322375","107","2. līnija","100003036","104","Y","252","EKS","0002. līnija","1999.03.16","2021.06.30","","","2. līnija, Jūrmala"
"100466368","107","2. līnija","100148088","106","Y","252","EKS","0002. līnija","2008.11.26","2015.12.11","","","2. līnija, Skulte, Skultes pag., Limbažu nov."
"100468250","107","2. šķērsiela","100148088","106","Y","252","EKS","0002. šķērsiela","2009.02.18","2015.12.11","","","2. šķērsiela, Skulte, Skultes pag., Limbažu nov."
"100430076","107","2. šķērsiela","100209510","106","Y","252","EKS","0002. šķērsiela","2002.10.24","2018.01.12","","","2. šķērsiela, Kubuli, Kubulu pag., Balvu nov."
"100421243","107","2. šķērslīnija","100184540","106","Y","253","DEL","0002. šķērslīnija","2001.03.28","2021.06.30","2003.05.21","","2. šķērslīnija, Garupe, Carnikavas pag., Ādažu nov."
"100437601","107","2. šķērslīnija","100184620","106","Y","252","EKS","0002. šķērslīnija","2003.05.21","2021.06.30","","","2. šķērslīnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100460855","107","2.Dāliju iela","100003011","104","Y","252","ERR","0002.Dāliju iela","2006.10.12","2007.10.09","","","2.Dāliju iela, Daugavpils"
"100460910","107","2.Kumelīšu iela","100003011","104","Y","252","ERR","0002.Kumelīšu iela","2006.10.12","2007.10.09","","","2.Kumelīšu iela, Daugavpils"
"100460896","107","2.Narcišu iela","100003011","104","Y","252","ERR","0002.Narcišu iela","2006.10.12","2007.10.09","","","2.Narcišu iela, Daugavpils"
"100439197","107","20. iela","100145451","106","Y","252","EKS","0020. iela","2004.01.05","2023.06.28","","","20. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322383","107","20. līnija","100003036","104","Y","252","EKS","0020. līnija","1999.03.16","2021.06.30","","","20. līnija, Jūrmala"
"100437562","107","20. līnija","100184620","106","Y","252","EKS","0020. līnija","2003.05.21","2021.06.30","","","20. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100439203","107","21. iela","100145451","106","Y","252","EKS","0021. iela","2004.01.05","2023.06.28","","","21. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322391","107","21. līnija","100003036","104","Y","252","EKS","0021. līnija","1999.03.16","2021.06.30","","","21. līnija, Jūrmala"
"100437570","107","21. līnija","100184620","106","Y","252","EKS","0021. līnija","2003.05.21","2021.06.30","","","21. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100439211","107","22. iela","100145451","106","Y","252","EKS","0022. iela","2004.01.05","2021.06.30","","","22. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100437587","107","22. līnija","100184620","106","Y","252","EKS","0022. līnija","2003.05.21","2021.06.30","","","22. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100322406","107","22. līnija","100003036","104","Y","252","EKS","0022. līnija","1999.03.16","2021.06.30","","","22. līnija, Jūrmala"
"100439228","107","23. iela","100145451","106","Y","252","EKS","0023. iela","2004.01.05","2021.06.30","","","23. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322414","107","23. līnija","100003036","104","Y","252","EKS","0023. līnija","1999.03.16","2021.06.30","","","23. līnija, Jūrmala"
"100439236","107","24. iela","100145451","106","Y","252","EKS","0024. iela","2004.01.05","2021.06.30","","","24. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322422","107","24. līnija","100003036","104","Y","252","EKS","0024. līnija","1999.03.16","2021.06.30","","","24. līnija, Jūrmala"
"100439244","107","25. iela","100145451","106","Y","252","EKS","0025. iela","2004.01.05","2021.06.30","","","25. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322430","107","25. līnija","100003036","104","Y","252","EKS","0025. līnija","1999.03.16","2021.06.30","","","25. līnija, Jūrmala"
"100439252","107","26. iela","100145451","106","Y","252","EKS","0026. iela","2004.01.05","2021.06.30","","","26. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322447","107","26. līnija","100003036","104","Y","252","EKS","0026. līnija","1999.03.16","2021.06.30","","","26. līnija, Jūrmala"
"100439260","107","27. iela","100145451","106","Y","252","EKS","0027. iela","2004.01.05","2021.06.30","","","27. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322455","107","27. līnija","100003036","104","Y","252","EKS","0027. līnija","1999.03.16","2021.06.30","","","27. līnija, Jūrmala"
"100439277","107","28. iela","100145451","106","Y","252","EKS","0028. iela","2004.01.05","2021.06.30","","","28. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322463","107","28. līnija","100003036","104","Y","252","EKS","0028. līnija","1999.03.16","2021.06.30","","","28. līnija, Jūrmala"
"100439285","107","29. iela","100145451","106","Y","252","EKS","0029. iela","2004.01.05","2021.06.30","","","29. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322471","107","29. līnija","100003036","104","Y","252","EKS","0029. līnija","1999.03.16","2021.06.30","","","29. līnija, Jūrmala"
"100443131","107","3. Atpūtas iela","100145451","106","Y","252","EKS","0003. Atpūtas iela","2004.10.28","2021.06.30","","","3. Atpūtas iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100446811","107","3. Austrumu iela","100147961","106","Y","252","EKS","0003. Austrumu iela","2004.10.12","2015.12.11","","","3. Austrumu iela, Vārzas, Skultes pag., Limbažu nov."
"100443148","107","3. Bērzu iela","100145451","106","Y","252","EKS","0003. Bērzu iela","2004.10.28","2021.06.30","","","3. Bērzu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100446756","107","3. Centra iela","100147961","106","Y","252","EKS","0003. Centra iela","2004.10.12","2015.12.11","","","3. Centra iela, Vārzas, Skultes pag., Limbažu nov."
"100446860","107","3. Dienvidu iela","100147961","106","Y","252","EKS","0003. Dienvidu iela","2004.10.12","2015.12.11","","","3. Dienvidu iela, Vārzas, Skultes pag., Limbažu nov."
"100460437","107","3. Dāliju iela","100003011","104","Y","252","EKS","0003. Dāliju iela","2006.10.12","2007.08.27","","","3. Dāliju iela, Daugavpils"
"100430951","107","3. Dārziņu ceļš","100186560","106","Y","252","EKS","0003. Dārziņu ceļš","2002.03.28","2009.06.30","","","3. Dārziņu ceļš, Kalni, Nīgrandes pag., Saldus nov."
"100430871","107","3. Dārzu ceļš","100186585","106","Y","252","EKS","0003. Dārzu ceļš","2002.03.28","2009.06.30","","","3. Dārzu ceļš, Nīgrande, Nīgrandes pag., Saldus nov."
"100470046","107","3. Ezermalas līnija","100003124","104","Y","252","EKS","0003. Ezermalas līnija","2009.11.12","2009.11.27","","","3. Ezermalas līnija, Balvi, Balvu nov."
"100443156","107","3. Saules iela","100145451","106","Y","252","EKS","0003. Saules iela","2004.10.28","2021.06.30","","","3. Saules iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100470134","107","3. Steķintavas līnija","100003124","104","Y","252","EKS","0003. Steķintavas līnija","2009.11.12","2009.11.27","","","3. Steķintavas līnija, Balvi, Balvu nov."
"100446627","107","3. Ziemeļu iela","100147961","106","Y","252","EKS","0003. Ziemeļu iela","2004.10.12","2015.12.11","","","3. Ziemeļu iela, Vārzas, Skultes pag., Limbažu nov."
"100439027","107","3. iela","100145451","106","Y","252","EKS","0003. iela","2004.01.05","2021.06.30","","","3. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100418864","107","3. līnija","100204751","106","Y","252","EKS","0003. līnija","2001.01.15","2009.06.30","","","3. līnija, Cimoškas, Krāslavas pag., Krāslavas nov."
"100314995","107","3. līnija","100003011","104","Y","253","EKS","0003. līnija","1999.03.16","2021.06.30","","","3. līnija, Daugavpils"
"100437400","107","3. līnija","100184620","106","Y","252","EKS","0003. līnija","2003.05.21","2021.06.30","","","3. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100319088","107","3. līnija","100003028","104","Y","252","EKS","0003. līnija","2000.06.20","2021.06.30","","","3. līnija, Jelgava"
"100466376","107","3. līnija","100148088","106","Y","252","EKS","0003. līnija","2008.11.26","2015.12.11","","","3. līnija, Skulte, Skultes pag., Limbažu nov."
"100484667","107","3. līnija","100199175","106","Y","252","EKS","0003. līnija","2016.04.27","2025.07.08","","","3. līnija, Mežvidi, Saulkrastu pag., Saulkrastu nov."
"100322488","107","3. līnija","100003036","104","Y","252","EKS","0003. līnija","1999.03.16","2021.06.30","","","3. līnija, Jūrmala"
"100468242","107","3. šķērsiela","100148088","106","Y","252","EKS","0003. šķērsiela","2009.02.18","2015.12.11","","","3. šķērsiela, Skulte, Skultes pag., Limbažu nov."
"100437618","107","3. šķērslīnija","100184620","106","Y","252","EKS","0003. šķērslīnija","2003.05.21","2021.06.30","","","3. šķērslīnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100421251","107","3. šķērslīnija","100184540","106","Y","253","DEL","0003. šķērslīnija","2001.03.28","2021.06.30","2003.05.21","","3. šķērslīnija, Garupe, Carnikavas pag., Ādažu nov."
"100460863","107","3.Dāliju iela","100003011","104","Y","252","ERR","0003.Dāliju iela","2006.10.12","2007.10.09","","","3.Dāliju iela, Daugavpils"
"100439293","107","30. iela","100145451","106","Y","252","DEL","0030. iela","2004.01.05","2021.06.30","2012.03.22","","30. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322496","107","30. līnija","100003036","104","Y","252","EKS","0030. līnija","1999.03.16","2021.06.30","","","30. līnija, Jūrmala"
"100439308","107","31. iela","100145451","106","Y","252","DEL","0031. iela","2004.01.05","2021.06.30","2012.03.22","","31. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322502","107","31. līnija","100003036","104","Y","252","EKS","0031. līnija","1999.03.16","2021.06.30","","","31. līnija, Jūrmala"
"100439324","107","32. iela","100145451","106","Y","252","EKS","0032. iela","2004.01.05","2021.06.30","","","32. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322510","107","32. līnija","100003036","104","Y","252","EKS","0032. līnija","1999.03.16","2021.06.30","","","32. līnija, Jūrmala"
"100439332","107","33. iela","100145451","106","Y","252","EKS","0033. iela","2004.01.05","2021.06.30","","","33. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322527","107","33. līnija","100003036","104","Y","252","EKS","0033. līnija","1999.03.16","2021.06.30","","","33. līnija, Jūrmala"
"100439340","107","34. iela","100145451","106","Y","252","EKS","0034. iela","2004.01.05","2021.06.30","","","34. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100439357","107","35. iela","100145451","106","Y","252","EKS","0035. iela","2004.01.05","2021.06.30","","","35. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100322535","107","35. līnija","100003036","104","Y","252","EKS","0035. līnija","1999.03.16","2021.06.30","","","35. līnija, Jūrmala"
"100439365","107","36. iela","100145451","106","Y","252","DEL","0036. iela","2004.01.05","2021.06.30","2011.07.28","","36. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100440833","107","36. līnija","100003036","104","Y","252","EKS","0036. līnija","2001.06.08","2006.06.12","","","36. līnija, Jūrmala"
"100439373","107","37. iela","100145451","106","Y","252","DEL","0037. iela","2004.01.05","2021.06.30","2011.07.28","","37. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100439381","107","38. iela","100145451","106","Y","252","DEL","0038. iela","2004.01.05","2021.06.30","2011.07.28","","38. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100446803","107","4. Austrumu iela","100147961","106","Y","252","EKS","0004. Austrumu iela","2004.10.12","2015.12.11","","","4. Austrumu iela, Vārzas, Skultes pag., Limbažu nov."
"100446748","107","4. Centra iela","100147961","106","Y","252","EKS","0004. Centra iela","2004.10.12","2018.02.02","","","4. Centra iela, Vārzas, Skultes pag., Limbažu nov."
"100446877","107","4. Dienvidu iela","100147961","106","Y","252","EKS","0004. Dienvidu iela","2004.10.12","2015.12.11","","","4. Dienvidu iela, Vārzas, Skultes pag., Limbažu nov."
"100460445","107","4. Dāliju iela","100003011","104","Y","252","EKS","0004. Dāliju iela","2006.10.12","2007.08.27","","","4. Dāliju iela, Daugavpils"
"100430968","107","4. Dārziņu ceļš","100186560","106","Y","252","EKS","0004. Dārziņu ceļš","2002.03.28","2009.06.30","","","4. Dārziņu ceļš, Kalni, Nīgrandes pag., Saldus nov."
"100430888","107","4. Dārzu ceļš","100186585","106","Y","252","EKS","0004. Dārzu ceļš","2002.03.28","2009.06.30","","","4. Dārzu ceļš, Nīgrande, Nīgrandes pag., Saldus nov."
"100470054","107","4. Ezermalas līnija","100003124","104","Y","252","EKS","0004. Ezermalas līnija","2009.11.12","2009.11.27","","","4. Ezermalas līnija, Balvi, Balvu nov."
"100470142","107","4. Steķintavas līnija","100003124","104","Y","252","EKS","0004. Steķintavas līnija","2009.11.12","2009.11.27","","","4. Steķintavas līnija, Balvi, Balvu nov."
"100446635","107","4. Ziemeļu iela","100147961","106","Y","252","EKS","0004. Ziemeļu iela","2004.10.12","2015.12.11","","","4. Ziemeļu iela, Vārzas, Skultes pag., Limbažu nov."
"100439035","107","4. iela","100145451","106","Y","252","EKS","0004. iela","2004.01.05","2021.06.30","","","4. iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100437417","107","4. līnija","100184620","106","Y","252","EKS","0004. līnija","2003.05.21","2021.06.30","","","4. līnija, Skuķīši, Garkalnes pag., Ropažu nov."
"100466384","107","4. līnija","100148088","106","Y","252","EKS","0004. līnija","2008.11.26","2015.12.11","","","4. līnija, Skulte, Skultes pag., Limbažu nov."
"100319096","107","4. līnija","100003028","104","Y","252","EKS","0004. līnija","2000.06.20","2021.06.30","","","4. līnija, Jelgava"
"100484675","107","4. līnija","100199175","106","Y","252","EKS","0004. līnija","2016.04.27","2025.07.09","","","4. līnija, Mežvidi, Saulkrastu pag., Saulkrastu nov."
"100322543","107","4. līnija","100003036","104","Y","252","EKS","0004. līnija","1999.03.16","2021.06.30","","","4. līnija, Jūrmala"
"100315007","107","4. līnija","100003011","104","Y","253","EKS","0004. līnija","1999.03.16","2021.06.30","","","4. līnija, Daugavpils"
"100418872","107","4. līnija","100204751","106","Y","252","EKS","0004. līnija","2001.01.15","2009.06.30","","","4. līnija, Cimoškas, Krāslavas pag., Krāslavas nov."
"100492787","107","4. maija gatve","100003173","104","Y","252","EKS","0004. maija gatve","2020.07.29","2021.06.30","","","4. maija gatve, Ilūkste, Augšdaugavas nov."
"100379360","107","4. maija iela","100164117","106","Y","252","EKS","0004. maija iela","1999.02.24","2021.06.30","","","4. maija iela, Aglona, Aglonas pag., Preiļu nov."
